酒店名称,地址,评分,价格,评价
成都派瑞酒店(省医院青羊宫地铁站店),高档型_成都青羊区一环路西一段168号,4.5,282,"房间干净整洁,前台小姐姐很nice，位置太好了,出门就是青羊宫和文化公园"
成都源美印象酒店(龙湖北城天街五块石地铁站店),舒适型_成都金牛区五块石龙湖北城天街32栋9楼,4.5,144,"房间很宽敞,设施齐全，环境不错,服务用心"
成都星瑞美丽华酒店,高档型_成都金牛区汇川街388号,4.4,233,"入住体验很好,性价比高，服务员小一态度很好值得入住下次还来"
全季酒店(成都春熙路IFS国金中心店),舒适型_成都锦江区总府路8号1栋18层,4.6,158,"同事推荐的全季,性价比都挺高的，是旅游,出差不错的选择"
笑脸里·好久不见青年旅舍(成都锦里武侯祠店),舒适型_成都武侯区超洋路68号(3楼),4.8,52,?总的来说还不错，前台小段很热情很好
速8酒店(成都太升路店),经济型_成都青羊区太升北路16号5-8楼,4.3,130,"4号线太升南路都很近，服务员热心帮助,交通特别方便"
都江堰宾馆,舒适型_都江堰建设路269号2栋,3.8,186,"房间床单很干净,前厅接待员也热情，不错,值得推荐,安静好住"
新津津惠大酒店,舒适型_成都新津区五津路36号,4.3,188,标间里面卧室有地毯走起来很安静，位置交通
心诺精品民宿(成都春熙路市二医院店),舒适型_成都锦江区红星路二段庆云南街69号红星国际6栋12楼1210室,4.8,189,无
都江堰古城智选假日酒店,高档型_都江堰建设路202号,4.5,260,"酒店早餐也不错,离美食街很近,方便出行，味道极佳,不愧是洲际旗下酒店"
蓉城假日酒店(成都百草路地铁站店),舒适型_成都郫都区天目路77号,4.5,152,"这次出差入住速8酒店,感觉不错，在一百多元的便捷酒店里面算挺不错的"
成都总府皇冠假日酒店,五星级_成都锦江区总府街31号,4.1,568,"其它都还好总的来说还不错，总体性价比很高,推荐"
7天酒店(成都火车站荷花池店),经济型_成都成华区八里桥路85号附17号,4.3,99,"让人有宾至如归的感觉，吃饭方便,交通便利,旅行出差都合适"
成都锦蓉酒店,高档型_成都金牛区蜀蓉路116号,4.3,295,"总体来说瑕不掩瑜,住得还是挺不错的，前台几位服务非常不错"
橡树林酒店(成都九眼桥川音店),舒适型_成都武侯区龙江路20号,4.7,194,"去九眼桥看夜景最近，卫生不错,出行很方便,附近吃的也挺好"
维也纳酒店(成都会展中心海昌极地海洋公园店),舒适型_成都双流区天府大道南段1375号,4.8,284,"地址非常方便,地铁口旁边，房间床很舒服"
老宋国际青年旅舍(成都前锋路地铁站店),舒适型_成都金牛区一环路北四段211号,4.6,118,"可以留下自己的痕迹,总体来说非常不错，房间很宽敞干净,服务态度也很好"
成都润·时光酒店式服务公寓,舒适型_成都锦江区梨花街18号城市理想A座1221室,4.1,116,无
成都科华明宇豪雅饭店,豪华型_成都武侯区科华南路339号(明宇大厦),4.7,610,"前台侯瑶小姐姐和陈聪小哥哥也特别友好，室内卫生干净,很安静"
城市便捷酒店(成都温江大学城店),经济型_成都温江区杨柳东路南段18号,4.1,123,交通便利，位置交通
成都宽窄巷子奎星楼街亚朵X酒店,高档型_成都青羊区长顺中街158号,4.5,193,"服务周到。特别是他们的定制化服务，位置很好找,对面就是奎星楼街"
威斯凯尔奥特酒店(成都环球中心店),舒适型_成都武侯区锦城大道666号奥克斯国际公馆5栋19楼大厅,4.5,234,"环境舒适,房间很大,落地窗光线很好，干净卫生,而且店家非常贴心"
成都铂雅名人酒店(温江大学城凤溪河地铁站店),高档型_成都温江区柳城南浦路西段199号,4.7,233,"洗漱用品也很好,离大学城小吃街也很近，卫生干净,服务很好,早餐挺好的"
成都集雅.精选酒店公寓,舒适型_成都青羊区顺城大街289号富力史丹尼国际公寓B座1301室,4.6,99,"服务特别周到,值得下次再来，交通距离地铁站很近,去哪儿都方便"
成都浣花锦城酒店,高档型_成都青羊区百花西路30号,4.4,149,"早餐品种齐全,非常好的体验，很不错的酒店,地理位置挺好"
锦城宜居酒店(双流国际机场店),舒适型_成都双流区西航港大道中二段666号14栋,4.6,110,"老板很热情,虽然定的最便宜的单人间，服务挺好热情,离机场很近,有接送服务"
锦江之星(成都杜甫草堂省骨科医院地铁站店),经济型_成都青羊区百花西路17号,4.2,137,"酒店前台服务热情,卫生打扫的很干净，重点是很安静,安静,安静"
盛铂仕丹酒店(成都金融城双子塔店),高档型_成都武侯区益州东一街中航国际广场C栋1楼大厅,4.6,318,"酒店的小唐和小张服务不错,开票及时，前台美女非常细致周到,服务态度很好"
都江堰皇冠假日酒店,豪华型_都江堰都江堰大道388号,4.7,435,"酒店的地理位置也是很便利，离都江堰的景区也很近,交通非常方便"
成都四季公寓,舒适型_成都双流区航空港学府西路北二街158号,4.6,51,无
豪悦四季酒店(成都双流国际机场顺风地铁站店),舒适型_成都双流区珠江路600号韩国城2期5栋2单元,4.6,162,"房间卫生干净整洁,酒店位置又好很好找，房子,环境特别棒,吧台小姐姐态度极好"
丽都水木酒店(成都双流机场信息工程大学店),舒适型_成都双流区学府西路北四街88号,4.2,68,"周围特别方便,公交地铁都有,离机场特近，老板娘服务超好,卫生还是干净的"
嘉立连锁酒店(成都春熙路天府广场提督街店),经济型_成都青羊区提督街120号,4.4,108,"环境很好?服务不错，首先位置很好,离春熙路走路只要几分钟"
菲格尔民宿公寓(成都春熙路店),舒适型_成都青羊区人民中路三段1号飞大美誉,4.8,90,"房间很大很舒适,带娃住得很开心，冷气足,前台小姐姐的服务态度很好"
赛家酒店(成都春熙路店),舒适型_成都锦江区下东大街2号,4.1,116,"楼下吃转都很方便,去哪里都方便,地铁口，办理入住的时候很热情,服务很好"
SFEEL艺朗酒店(成都世纪城新会展店),舒适型_成都武侯区天府一街868号,4.6,81,"性价比很高,周边逛起来也很方便，转机过来住了一晚位置真的不错"
成都机场航天商务酒店,舒适型_成都双流区西航港大道中二段666号17栋,4.3,100,"设施齐全,最重要的是有接送机服务，现在还有这么贴心温暖的老板"
蓉港酒店(成都双流机场店),舒适型_成都双流区大件路白家段280号7栋二单元,4.4,168,"周边环境很好,火锅店烧烤店很多，房间干净整洁,很好的居住体验"
金海岳公寓酒店(成都春熙路天府广场店),舒适型_成都青羊区顺城大街289号富力天汇史丹尼国际公寓A座1楼,4.7,169,"服务员小王态度很好,值得入住，这个价格跟其他平台比起来真的划算太多了"
幻变艺术酒店(成都桐梓林地铁站店),舒适型_成都武侯区人民南路四段长寿路12号(新华苑内),4.6,215,"硬件上就是商务酒店的标准,没有特别惊艳，酒店环境很棒,离地铁站步行5、6分钟吧"
都江堰世纪云锦酒店,舒适型_都江堰都江堰大道中段221号,4.6,107,"自己加码,能吃饱,毕竟价格在这儿摆着呢，前台美女很热情,态度很好"
格菲酒店(成都国色天乡店),舒适型_成都温江区来凤路268号,4,173,"房间宽敞干净,服务态度也很好，不错,挺好,性价比还是高"
花水湾第一村温德姆花园酒店,豪华型_大邑花水湾温泉小镇138号,4.6,116,"家里的老人和孩子都非常喜欢这个温泉酒店，整体体验很不错,早餐丰富"
维家斯酒店(成都金牛万达广场店),舒适型_成都金牛区火车北站金牛万达广场SOHO.B座17-18楼,4.2,456,"每次都选的最便宜的特价标间，房间很干净,服务很热情"
布丁严选酒店(成都牛市口地铁店),经济型_成都锦江区牛市口路30号,4.3,144,"必须要给个好评,房间干净,隔音很不错，酒店很好"
成都捷客酒店(花牌坊地铁站店),舒适型_成都金牛区营门口乡农市街72号,4.8,108,"交通也比较方便,总体来说还是不错的，很舒适"
布珈格民宿(成都东站店),舒适型_成都成华区邛崃山路68号东方新城二期6栋2单元1104,4.8,189,"很不错,房间很干净，总的来说还不错,各方面都还是令人满意的"
心仪酒店(成都双流机场店),舒适型_成都双流区机场路近都路15号,4.4,134,无
南山南假日公寓(成都春熙路太古里店),舒适型_成都锦江区庆云南街69号红星国际6栋1410室,4.7,137,"房间很干净,老板娘态度很好，离太古里、IFS一步之遥"
成都国仕商务酒店(双流国际机场航站楼店),舒适型_成都双流区机场路南二街59号,4.5,129,无
成都怡东国际酒店,四星级_成都成华区成华大道十里店路2号,4.6,151,"服务很棒,前台热情礼貌，科勒卫浴品质很好,环境安静,早餐丰盛"
简阳城市名人酒店,豪华型_简阳东城新区中心广场金融街158号,4.8,388,"而且细节做得很好,服务态度也很好，特别好,我一个睡眠轻的人睡得都超好"
梦之阁酒店(成都宽窄巷子人民公园地铁站店),舒适型_成都青羊区将军街18号附2号4楼左侧,4.1,198,"房间很好很干净,喜欢下次跟朋友一起再来，位置也很便利"
成都合江亭翰文大酒店(太古里店),四星级_成都锦江区滨江东路138号,4.7,322,"合江亭边,去致民路和三圣街吃饭都很近，酒店环境很好,干净整洁,设施也比较新"
成都麦田天阅酒店,高档型_成都武侯区火车南站西路15号,4.7,341,"第一次住成都麦田天阅酒店,感觉不错，前台小郭妹妹服务特别好,酒店环境不错"
成都金府华美达大酒店,豪华型_成都金牛区金府路799号,4.3,368,"房间不错,性价比高,服务很好，酒店设施很大气,卫生条件好,房间面积大"
梨庭酒店(成都天府广场店),舒适型_成都锦江区梨花街22号,4.5,106,无
绅泰大酒店(成都金融城双子塔店),高档型_成都武侯区天久南巷6号,4.5,399,酒店软硬服务没得说非常好，房间非常好、服务非常好~值得推荐
星浩精品酒店(成都春熙路电子科大店),舒适型_成都成华区石油路13号附21-22号,4.8,162,"装修也挺好的,睡的很舒服,下次还会选择，房间很干净"
西岭雪山垚垚酒店,舒适型_大邑西岭镇云华村1组9号,4.5,197,"干净卫生,设施齐全,性价比高,我很满意，这次住的酒店很不错,亲子房很宽"
成都春熙路亚朵酒店,高档型_成都锦江区红星路二段70号主楼四川报业集团大厦旁,4.8,339,"走走五分钟左右,去各种景点都很方便，住了3晚,最后一天时间没安排好"
成都泰合国际大饭店,五星级_成都锦江区滨江中路15号,4.5,555,"到太古里春熙路安顺廊桥酒吧一条街，服务都很好,因为年代久所以性价比很高"
维也纳国际酒店(成都武侯祠锦里店),高档型_成都武侯区高新区神仙树西路3号,4.4,268,"离高速很近，早餐丰富可口,地处位置很中心,闹中取静"
君逸酒店(成都欢乐谷火车北站店),舒适型_成都金牛区金府路666号,4.5,197,"房间有股味道,也不干净，停车方便,离地铁站也很近"
都江堰郦湾假日酒店,高档型_都江堰青城路619号1栋,4.7,269,"酒店服务很好,到了还送小吃，位置交通"
如家商旅酒店(成都文殊院地铁站店),舒适型_成都青羊区人民中路三段6号,4.7,161,"整体不错的，离地铁站非常近,方便出行,房间干净整洁"
莉蒂亚酒店(成都火车东站店),舒适型_成都成华区万科路19号魅力之城六期,4.5,164,"周边生活便利,楼下就有很多小吃和饭店，酒店位置很好"
嘉年CEO服务公寓(成都天府三街香年广场店),舒适型_成都武侯区高新区天府三街吉泰五路88号香年广场T1栋广场内1楼附6-8号,4.2,274,"价格超过天府一街的金融城核心，设备比较旧,其他还行"
海伦酒店(西南石油大学香城体育中心店),舒适型_成都新都区兴乐北路88号缤纷时代广场2栋,4.6,125,"性价比真的好下次再来，房间干净不错,前台服务态度很好"
保利香槟8090尊悦酒店(成都百草路地铁站店),舒适型_成都郫都区高新西区天目路45号,4.7,161,"?总的来说还不错，距地铁站近,性价比高,有需要还会预订"
成都花园民宿,舒适型_成都金牛区抚琴西路216号安居巷佳园,4.8,121,无
嘉好弗斯达酒店(成都武侯祠锦里店),舒适型_成都武侯区高升桥东路5号,4.6,93,"房间干净卫生前台小谢服务好，房间温馨,非常的舒适漂亮,干净整洁安静"
成都爱尚云睿公寓,舒适型_成都成华区邛崃山路68号2号门,4.8,93,"环境好干净卫生,离火车站很近，房间隔音好,睡的特别香"
福满金主题酒店(成都火车东站店),舒适型_成都成华区建材路39号隆鑫九熙广场2期2栋11楼,4.2,156,"这个酒店卫生做的很好，卫生可以,价格可以,楼下有很多小吃"
成都天府阳光酒店(春熙路太古里店),四星级_成都青羊区太升北路2号,4.7,108,"非常热情,有什么需求都会及时解决，酒店服务态度非常好,早餐种类非常丰富"
